Wenner_1
4.0000
11
1
Type of measurement (0=app. resistivity,1=resistance)
0
278
2
0
4      96.00       5.54     240.00       3.92     144.00       4.74     192.00       5.20     79.17296 
4     112.00       5.16     256.00       3.33     160.00       4.71     208.00       4.73     76.19322 
4     120.00       5.09     264.00       2.96     168.00       4.91     216.00       4.49     65.18689 
4     128.00       4.96     272.00       2.57     176.00       5.13     224.00       4.30     81.56248 
4     136.00       4.85     280.00       2.14     184.00       5.28     232.00       4.09     84.76630 
4       8.00       8.27     176.00       5.13      64.00       6.49     120.00       5.09     96.28112 
4      16.00       7.58     184.00       5.28      72.00       6.20     128.00       4.96     99.05939 
4      24.00       7.61     192.00       5.20      80.00       6.03     136.00       4.85     96.47148 
4      32.00       7.74     200.00       4.95      88.00       5.75     144.00       4.74     93.83676 
4      40.00       7.46     208.00       4.73      96.00       5.54     152.00       4.66     94.77305 
4      48.00       7.18     216.00       4.49     104.00       5.30     160.00       4.71     97.50523 
4      56.00       6.83     224.00       4.30     112.00       5.16     168.00       4.91     96.59216 
4      64.00       6.49     232.00       4.09     120.00       5.09     176.00       5.13     94.31986 
4      72.00       6.20     240.00       3.92     128.00       4.96     184.00       5.28     90.17497 
4      88.00       5.75     256.00       3.33     144.00       4.74     200.00       4.95     84.22540 
4      96.00       5.54     264.00       2.96     152.00       4.66     208.00       4.73     79.66214 
4     104.00       5.30     272.00       2.57     160.00       4.71     216.00       4.49     84.95726 
4     112.00       5.16     280.00       2.14     168.00       4.91     224.00       4.30     87.03850 
4       0.00       8.97     192.00       5.20      64.00       6.49     128.00       4.96    115.82695 
4       8.00       8.27     200.00       4.95      72.00       6.20     136.00       4.85    105.17348 
4      16.00       7.58     208.00       4.73      80.00       6.03     144.00       4.74    103.19704 
4      24.00       7.61     216.00       4.49      88.00       5.75     152.00       4.66    101.72810 
4      32.00       7.74     224.00       4.30      96.00       5.54     160.00       4.71     99.44402 
4      40.00       7.46     232.00       4.09     104.00       5.30     168.00       4.91     97.21425 
4      48.00       7.18     240.00       3.92     112.00       5.16     176.00       5.13     96.27891 
4      56.00       6.83     248.00       3.66     120.00       5.09     184.00       5.28     92.94811 
4      64.00       6.49     256.00       3.33     128.00       4.96     192.00       5.20     90.90412 
4      72.00       6.20     264.00       2.96     136.00       4.85     200.00       4.95     92.48407 
4      80.00       6.03     272.00       2.57     144.00       4.74     208.00       4.73     91.94120 
4      88.00       5.75     280.00       2.14     152.00       4.66     216.00       4.49     93.14556 
4       0.00       8.97     216.00       4.49      72.00       6.20     144.00       4.74    108.43546 
4       8.00       8.27     224.00       4.30      80.00       6.03     152.00       4.66    105.44064 
4      16.00       7.58     232.00       4.09      88.00       5.75     160.00       4.71    106.42776 
4      24.00       7.61     240.00       3.92      96.00       5.54     168.00       4.91    100.16216 
4      32.00       7.74     248.00       3.66     104.00       5.30     176.00       5.13     97.08727 
4      40.00       7.46     256.00       3.33     112.00       5.16     184.00       5.28     93.79162 
4      48.00       7.18     264.00       2.96     120.00       5.09     192.00       5.20     77.27172 
4      56.00       6.83     272.00       2.57     128.00       4.96     200.00       4.95     94.11236 
4      64.00       6.49     280.00       2.14     136.00       4.85     208.00       4.73     99.04567 
4       0.00       8.97     240.00       3.92      80.00       6.03     160.00       4.71    108.65638 
4       8.00       8.27     248.00       3.66      88.00       5.75     168.00       4.91    103.03569 
4      16.00       7.58     256.00       3.33      96.00       5.54     176.00       5.13     99.99312 
4      24.00       7.61     264.00       2.96     104.00       5.30     184.00       5.28     81.41550 
4      32.00       7.74     272.00       2.57     112.00       5.16     192.00       5.20     95.03393 
4      40.00       7.46     280.00       2.14     120.00       5.09     200.00       4.95     96.36446 
4       0.00       8.97     264.00       2.96      88.00       5.75     176.00       5.13     95.11833 
4       8.00       8.27     272.00       2.57      96.00       5.54     184.00       5.28     97.73309 
4      16.00       7.58     280.00       2.14     104.00       5.30     192.00       5.20    100.34619 
Topography in separate list
2
61
0,8.968
0.166,8.968
12.823,7.843
19.035,7.329
28.262,7.843
32.821,7.712
37.191,7.554
38.799,7.475
41.41,7.447
45.802,7.274
61.552,6.584
68.445,6.314
73.168,6.163
74.351,6.175
76.654,6.077
78.508,6.038
80.944,6.017
85.665,5.819
87.9,5.757
90.505,5.69
97.087,5.509
99.052,5.404
102.504,5.325
112.346,5.15
122.014,5.072
125.788,4.99
128.921,4.946
142.523,4.758
152.128,4.656
154.242,4.609
163.474,4.769
165.43,4.83
172.526,5.04
179.892,5.231
180.649,5.231
181.548,5.269
184.761,5.289
185.459,5.235
186.893,5.262
188.569,5.311
190.286,5.243
192.505,5.188
203.777,4.837
206.563,4.796
212.116,4.559
215.958,4.489
217.745,4.523
219.579,4.419
220.624,4.377
223.063,4.343
225.118,4.252
227.607,4.212
231.07,4.121
234.625,4.021
237.783,3.95
239.203,3.937
240.445,3.906
250.069,3.599
269.967,2.681
277.391,2.279
279.327,2.136
1
0
0
0
0
0
0
0
